catalog,po,line,severity,rule,message,source,plural_source,translations,findings_in_same_entry
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1218,error,escaped-chars-mismatch,Escape character count mismatch: \n: 3→2,"  salsa --group js-team list_users
  salsa --group-id 1234 list_users

",,"{""None"": ""  salsa --group js-team list_users salsa --group-id 1234 list_users\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1218,warning,newline-mismatch,"Newline count mismatch: source has 3, translation has 2","  salsa --group js-team list_users
  salsa --group-id 1234 list_users

",,"{""None"": ""  salsa --group js-team list_users salsa --group-id 1234 list_users\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1226,info,source-equals-translation,Translation is identical to source (possibly untranslated),"  salsa --group js-team protect_branch node-mongodb master no

",,"{""None"": ""  salsa --group js-team protect_branch node-mongodb master no\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1233,info,source-equals-translation,Translation is identical to source (possibly untranslated),"  salsa --group js-team protected_branches node-mongodb

",,"{""None"": ""  salsa --group js-team protected_branches node-mongodb\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1240,info,source-equals-translation,Translation is identical to source (possibly untranslated),"  salsa --group perl-team/modules/packages check_projects lemonldap-ng

",,"{""None"": ""  salsa --group perl-team/modules/packages check_projects lemonldap-ng\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1247,error,escaped-chars-mismatch,Escape character count mismatch: \n: 3→2,"  salsa --group-id 1234 update_user guest foouser
  salsa --group js-team update_user maintainer 1245

",,"{""None"": ""  salsa --group-id 1234 update_user guest foouser salsa --group js-team update_user maintainer 1245\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1247,warning,newline-mismatch,"Newline count mismatch: source has 3, translation has 2","  salsa --group-id 1234 update_user guest foouser
  salsa --group js-team update_user maintainer 1245

",,"{""None"": ""  salsa --group-id 1234 update_user guest foouser salsa --group js-team update_user maintainer 1245\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1255,error,escaped-chars-mismatch,Escape character count mismatch: \n: 4→2,"  salsa --user yadd --tagpending --kgb --irc=devscripts check_projects test
  salsa --group js-team check_projects --all
  salsa --group js-team --rename-head check_projects test1 test2 test3

",,"{""None"": ""  salsa --user yadd --tagpending --kgb --irc=devscripts check_projects test salsa --group js-team check_projects --all salsa --group js-team --rename-head check_projects test1 test2 test3\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1255,warning,newline-mismatch,"Newline count mismatch: source has 4, translation has 2","  salsa --user yadd --tagpending --kgb --irc=devscripts check_projects test
  salsa --group js-team check_projects --all
  salsa --group js-team --rename-head check_projects test1 test2 test3

",,"{""None"": ""  salsa --user yadd --tagpending --kgb --irc=devscripts check_projects test salsa --group js-team check_projects --all salsa --group js-team --rename-head check_projects test1 test2 test3\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1264,error,escaped-chars-mismatch,Escape character count mismatch: \n: 5→3,"  salsa --user yadd --tagpending --kgb --irc=devscripts update_projects test
  salsa --group js-team update_projects --all
  salsa --group js-team --rename-head update_projects test1 test2 test3
  salsa update_projects js-team/node-mongodb --kgb --irc debian-js

",,"{""None"": ""  salsa --user yadd --tagpending --kgb --irc=devscripts update_projects test salsa --group js-team update_projects --all salsa --group js-team --rename-head update_projects test1 test2 test3\n  salsa update_projects js-team/node-mongodb --kgb --irc debian-js\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1264,warning,newline-mismatch,"Newline count mismatch: source has 5, translation has 3","  salsa --user yadd --tagpending --kgb --irc=devscripts update_projects test
  salsa --group js-team update_projects --all
  salsa --group js-team --rename-head update_projects test1 test2 test3
  salsa update_projects js-team/node-mongodb --kgb --irc debian-js

",,"{""None"": ""  salsa --user yadd --tagpending --kgb --irc=devscripts update_projects test salsa --group js-team update_projects --all salsa --group js-team --rename-head update_projects test1 test2 test3\n  salsa update_projects js-team/node-mongodb --kgb --irc debian-js\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1275,error,escaped-chars-mismatch,Escape character count mismatch: \n: 5→3,"  salsa --user yadd --tagpending --kgb --irc=devscripts update_safe test
  salsa --group js-team update_safe --all
  salsa --group js-team --rename-head update_safe test1 test2 test3
  salsa update_safe js-team/node-mongodb --kgb --irc debian-js

",,"{""None"": ""  salsa --user yadd --tagpending --kgb --irc=devscripts update_safe test salsa --group js-team update_safe --all salsa --group js-team --rename-head update_safe test1 test2 test3\n  salsa update_safe js-team/node-mongodb --kgb --irc debian-js\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1275,warning,newline-mismatch,"Newline count mismatch: source has 5, translation has 3","  salsa --user yadd --tagpending --kgb --irc=devscripts update_safe test
  salsa --group js-team update_safe --all
  salsa --group js-team --rename-head update_safe test1 test2 test3
  salsa update_safe js-team/node-mongodb --kgb --irc debian-js

",,"{""None"": ""  salsa --user yadd --tagpending --kgb --irc=devscripts update_safe test salsa --group js-team update_safe --all salsa --group js-team --rename-head update_safe test1 test2 test3\n  salsa update_safe js-team/node-mongodb --kgb --irc debian-js\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1286,error,escaped-chars-mismatch,Escape character count mismatch: \n: 5→2,"  salsa --user yadd checkout devscripts
  salsa --group js-team checkout node-mongodb
  salsa checkout js-team/node-mongodb
  salsa checkout https://salsa.debian.org/debian/devscripts.git

",,"{""None"": ""  salsa --user yadd checkout devscripts salsa --group js-team checkout node-mongodb salsa checkout js-team/node-mongodb salsa checkout https://salsa.debian.org/debian/devscripts.git\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1286,warning,newline-mismatch,"Newline count mismatch: source has 5, translation has 2","  salsa --user yadd checkout devscripts
  salsa --group js-team checkout node-mongodb
  salsa checkout js-team/node-mongodb
  salsa checkout https://salsa.debian.org/debian/devscripts.git

",,"{""None"": ""  salsa --user yadd checkout devscripts salsa --group js-team checkout node-mongodb salsa checkout js-team/node-mongodb salsa checkout https://salsa.debian.org/debian/devscripts.git\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1296,error,escaped-chars-mismatch,Escape character count mismatch: \n: 5→2,"  salsa --user yadd checkout devscripts autodep8
  salsa checkout yadd/devscripts js-team/npm
  salsa --group js-team checkout --all           # All js-team active repositories
  salsa checkout --all-archived                  # All your repositories, including archived

",,"{""None"": ""  salsa --user yadd checkout devscripts autodep8 salsa checkout yadd/devscripts js-team/npm salsa --group js-team checkout --all # Alla aktiva repositorier för js-team salsa checkout --all-archived # Alla dina repositorier, inklusive arkiverade\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1296,warning,newline-mismatch,"Newline count mismatch: source has 5, translation has 2","  salsa --user yadd checkout devscripts autodep8
  salsa checkout yadd/devscripts js-team/npm
  salsa --group js-team checkout --all           # All js-team active repositories
  salsa checkout --all-archived                  # All your repositories, including archived

",,"{""None"": ""  salsa --user yadd checkout devscripts autodep8 salsa checkout yadd/devscripts js-team/npm salsa --group js-team checkout --all # Alla aktiva repositorier för js-team salsa checkout --all-archived # Alla dina repositorier, inklusive arkiverade\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1306,error,escaped-chars-mismatch,Escape character count mismatch: \n: 3→2,"  salsa --user yadd create_project test
  salsa --group js-team --kgb --irc-channel=devscripts create_project test

",,"{""None"": ""  salsa --user yadd create_project test salsa --group js-team --kgb --irc-channel=devscripts create_project test\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1306,warning,newline-mismatch,"Newline count mismatch: source has 3, translation has 2","  salsa --user yadd create_project test
  salsa --group js-team --kgb --irc-channel=devscripts create_project test

",,"{""None"": ""  salsa --user yadd create_project test salsa --group js-team --kgb --irc-channel=devscripts create_project test\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1314,warning,inconsistent-punctuation,Missing ending punctuation (source ends with '.'),"  salsa --user yadd push_repo ./test
  salsa --group js-team --kgb --irc-channel=devscripts push_repo .

",,"{""None"": ""  salsa --user yadd push_repo ./test salsa --group js-team --kgb --irc-channel=devscripts push_repo\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1314,error,escaped-chars-mismatch,Escape character count mismatch: \n: 3→2,"  salsa --user yadd push_repo ./test
  salsa --group js-team --kgb --irc-channel=devscripts push_repo .

",,"{""None"": ""  salsa --user yadd push_repo ./test salsa --group js-team --kgb --irc-channel=devscripts push_repo\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1314,warning,newline-mismatch,"Newline count mismatch: source has 3, translation has 2","  salsa --user yadd push_repo ./test
  salsa --group js-team --kgb --irc-channel=devscripts push_repo .

",,"{""None"": ""  salsa --user yadd push_repo ./test salsa --group js-team --kgb --irc-channel=devscripts push_repo\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1314,warning,end-stop-mismatch,Source ends with period but translation does not,"  salsa --user yadd push_repo ./test
  salsa --group js-team --kgb --irc-channel=devscripts push_repo .

",,"{""None"": ""  salsa --user yadd push_repo ./test salsa --group js-team --kgb --irc-channel=devscripts push_repo\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1329,warning,source-equals-translation,Translation is identical to source (possibly untranslated),"  salsa file create my-project README.md --content-from-file path/to/README.md --branch my-branch --commit-message ""Add README""

",,"{""None"": ""  salsa file create my-project README.md --content-from-file path/to/README.md --branch my-branch --commit-message \""Add README\""\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1336,warning,source-equals-translation,Translation is identical to source (possibly untranslated),"  salsa file create_or_edit my-project README.md --content-from-file path/to/README.md --branch my-branch --commit-message ""Update README""

",,"{""None"": ""  salsa file create_or_edit my-project README.md --content-from-file path/to/README.md --branch my-branch --commit-message \""Update README\""\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1343,info,source-equals-translation,Translation is identical to source (possibly untranslated),"  salsa file delete my-project README.md --branch my-branch --commit-message ""Remove README""

",,"{""None"": ""  salsa file delete my-project README.md --branch my-branch --commit-message \""Remove README\""\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1350,warning,source-equals-translation,Translation is identical to source (possibly untranslated),"  salsa file edit my-project README.md --content-from-file path/to/README.md --branch my-branch --commit-message ""Update README""

",,"{""None"": ""  salsa file edit my-project README.md --content-from-file path/to/README.md --branch my-branch --commit-message \""Update README\""\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1357,info,source-equals-translation,Translation is identical to source (possibly untranslated),"  salsa file get my-project README.md --ref my-branch

",,"{""None"": ""  salsa file get my-project README.md --ref my-branch\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1364,info,source-equals-translation,Translation is identical to source (possibly untranslated),"  salsa fork --group js-team user/node-foo

",,"{""None"": ""  salsa fork --group js-team user/node-foo\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1371,info,source-equals-translation,Translation is identical to source (possibly untranslated),"  salsa forks qa/qa debian/devscripts

",,"{""None"": ""  salsa forks qa/qa debian/devscripts\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1378,error,escaped-chars-mismatch,Escape character count mismatch: \n: 4→2,"  salsa join js-team
  salsa join --group js-team
  salsa join --group-id 1234

",,"{""None"": ""  salsa join js-team salsa join --group js-team salsa join --group-id 1234\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1378,warning,newline-mismatch,"Newline count mismatch: source has 4, translation has 2","  salsa join js-team
  salsa join --group js-team
  salsa join --group-id 1234

",,"{""None"": ""  salsa join js-team salsa join --group js-team salsa join --group-id 1234\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1387,info,source-equals-translation,Translation is identical to source (possibly untranslated),"  salsa merge_request

",,"{""None"": ""  salsa merge_request\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1394,info,source-equals-translation,Translation is identical to source (possibly untranslated),"  salsa merge_request --mr-dst-project debian/foo --mr-dst-branch debian/latest

",,"{""None"": ""  salsa merge_request --mr-dst-project debian/foo --mr-dst-branch debian/latest\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1401,error,escaped-chars-mismatch,Escape character count mismatch: \n: 4→2,"  salsa merge_request --mr-dst-project same
  # or
  salsa merge_request same

",,"{""None"": ""  salsa merge_request --mr-dst-project same # eller salsa merge_request same\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1401,warning,newline-mismatch,"Newline count mismatch: source has 4, translation has 2","  salsa merge_request --mr-dst-project same
  # or
  salsa merge_request same

",,"{""None"": ""  salsa merge_request --mr-dst-project same # eller salsa merge_request same\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1410,info,source-equals-translation,Translation is identical to source (possibly untranslated),"  salsa merge_request debian/foo debian/latest

",,"{""None"": ""  salsa merge_request debian/foo debian/latest\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1417,info,source-equals-translation,Translation is identical to source (possibly untranslated),"  salsa merge_requests qa/qa debian/devscripts

",,"{""None"": ""  salsa merge_requests qa/qa debian/devscripts\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1424,error,escaped-chars-mismatch,Escape character count mismatch: \n: 3→2,"  salsa path
  salsa path ./directory

",,"{""None"": ""  salsa-sökväg salsa-sökväg ./katalog\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1424,warning,newline-mismatch,"Newline count mismatch: source has 3, translation has 2","  salsa path
  salsa path ./directory

",,"{""None"": ""  salsa-sökväg salsa-sökväg ./katalog\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1432,info,source-equals-translation,Translation is identical to source (possibly untranslated),"  salsa push

",,"{""None"": ""  salsa push\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1439,info,source-equals-translation,Translation is identical to source (possibly untranslated),"  salsa rename_branches --dep14 my-project

",,"{""None"": ""  salsa rename_branches --dep14 my-project\n\n""}",
locale-langpack/devscripts,po/locale-langpack/devscripts.po,1446,info,source-equals-translation,Translation is identical to source (possibly untranslated),"  salsa rename_branches --no-wait --no-fail my-project master:debian/latest

",,"{""None"": ""  salsa rename_branches --no-wait --no-fail my-project master:debian/latest\n\n""}",
